temp,sand,iteration,r,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,param_14,param_15,param_16,param_17
0.0,0.0,1.0,100.0,1.3714,0.5686,-0.6776,0.2736,0.2042,0.2962,0.983,-13.3598,-0.3217,12.131,-0.7806,-9.5423,-9.0561,-6.5715,-10.2389,-15.4918,-11.9097
0.0,42.10527418553362,1.0,100.0,1.3714,0.5686,-0.6776,0.2736,0.2042,0.2962,0.983,-13.3598,-0.3217,12.131,-0.7806,-9.5423,-9.0561,-6.5715,-10.2389,-15.4918,-11.9097
0.0004814004376367,43.6622515006781,1.0,100.0,-27.375220477581024,24.50759066082537,23.261390660889447,24.21259066089988,24.1431906609796,-28.45042046904564,-27.76362048089504,10.57919066073373,23.617290660738945,-23.930009339004755,23.15839066077024,14.396690661087632,14.882890660781412,17.36749066086486,21.014479517936707,8.447190660983324,19.34367951750756
0.0,41.97318828063373,1.0,100.0,-28.204492069780827,5.355323851108551,4.109123848378658,23.383319064974785,23.31391906738281,-29.27969206124544,13.084112707525492,-8.573076151311398,4.465023849159479,-24.759280934929848,4.006123848259449,13.567419067025185,-4.269376151263714,16.538219071924686,20.185207925736904,26.1788226813078,0.1914127059280872
0.0,43.560921710379766,1.0,100.0,-8.799423962831497,-29.374199345707893,29.37960064411164,-17.211612835526466,-17.28101283311844,-9.874623954296112,-21.645410493016243,16.69740065932274,29.735500648617744,-5.354212835431099,29.276600658893585,-27.027512833476067,15.135691940784454,-24.056712836027145,-14.54431527853012,-14.41610921919346,19.596480801701546
0.0,40.462096960932456,1.0,100.0,5.958670884370804,-2.306721068918705,-15.862304508686066,-2.4535179883241653,-2.5229179859161377,17.192854322493076,-6.887315645813942,-28.54450449347496,-3.197021074593067,21.71326544135809,-15.965304493904114,-12.269417986273766,-17.796829782426357,-9.298617988824844,0.2137795686721801,0.3419856280088424,-25.64542435109616
0.0,39.93944016363344,1.0,100.0,-8.05269068479538,1.4414154887199402,-29.87366607785225,1.2946185618638992,1.2252185642719269,20.94099086523056,-3.1391790956258774,17.444133937358856,0.551115483045578,7.701903879642487,-12.21716794371605,-26.28077955543995,28.19180864095688,-23.309979557991028,3.9619161188602448,4.090122178196907,-21.89728780090809
0.0,42.304767308739166,1.0,100.0,-21.91981652379036,3.0153285041451454,16.25920808315277,-12.57250727713108,2.799131579697132,22.51490388065577,-17.006304934620857,3.5770080983638763,2.1250284984707832,-6.165221959352493,-26.08429378271103,-24.706866540014744,29.765721656382084,22.822894603013992,5.53582913428545,5.664035193622112,-20.323374785482883
0.0,43.63444491259568,1.0,100.0,-6.371101021766663,18.56404399871826,-28.19207641482353,2.9762082248926163,-12.7746871560812,-21.93638062477112,-1.4575894325971603,19.125723600387573,-13.448790237307549,-21.739040695130825,18.34188748151064,19.719314724206924,-14.6855628490448,-21.62838989496231,-10.037989601492882,-9.90978354215622,-4.774659276008606
0.0,43.63679449257504,1.0,100.0,-29.206264317035675,-4.271119296550751,25.67544255033136,-19.8589550703764,24.390149548649788,15.22845607995987,-7.590070467442274,-3.709439694881439,23.71604646742344,15.425796002149582,12.209406446665524,-3.115848571062088,-20.81804388388992,-27.760870929807425,-16.170470636337996,27.255053162574768,-27.60982257127762
0.0,43.490703423775294,1.0,100.0,28.60278479382396,-6.462070185691118,23.484491661190987,17.995289728045464,22.19919865950942,13.037505190819502,-29.735825672745705,-25.85519489645958,1.5702912658452988,-6.719959199428558,-9.936348751187325,-5.306799460202456,17.036200910806656,10.093373864889143,-18.361421525478363,25.0641022734344,10.24442222714424
0.0,43.18123369181899,1.0,100.0,12.16363836824894,-22.901216611266136,7.045345239341259,-24.52427844703197,5.7600522339344025,-29.48206298053265,13.825027905404568,17.705658681690693,19.05072309076786,-23.15910562127829,-26.37549517303705,-21.74594588577748,0.5970544889569283,27.573805689811707,-0.8809897005558014,-17.455465897917747,-6.194724194705486
0.0,43.65311266605773,1.0,100.0,-8.238435804843903,16.69670921564102,-13.356728933751585,15.073647379875185,-14.64202193915844,-24.18896098434925,-6.577046267688274,-2.696415491402149,24.343825086951256,-17.86600363254547,-21.08239316940308,-16.452843889594078,-19.80501968413592,-27.13309231400489,4.412112295627594,-12.162363901734352,-26.59679836779833
0.0,43.5934170184308,1.0,100.0,20.19469016045332,-14.870164819061756,15.07639703154564,-3.0603940784931183,27.22393660247326,17.676997557282448,-24.71108773350716,-20.83045694231987,6.209783628582954,23.999954909086227,7.350732795894146,25.41311465203762,8.628106281161308,1.300033651292324,-13.721929162740707,29.703594639897343,15.26916018128395
0.0,41.49785221961916,1.0,100.0,-1.8710790872573853,23.06406593322754,-6.989372208714485,16.19514651596546,-13.52052280306816,3.747722323983908,13.22314302623272,-1.57491634786129,-15.85598561167717,1.9341856688261032,-14.71503645181656,3.3473454117774963,-13.437662959098816,-20.76573559641838,5.533611431717873,7.637825399637222,-25.47529922425747
0.0,43.46516194559043,1.0,100.0,21.70737913157791,-13.139912486076357,16.80664937198162,-20.226395265199244,10.057935415767131,27.3261805428192,-22.98083539307117,22.003541870974004,7.940035969018936,25.73020724952221,9.080985128879547,27.1433669924736,10.35835862159729,3.030285984277725,29.112069650553167,-28.56615301966667,-1.896841005422175
0.0,40.92857776466074,1.0,100.0,-3.5423769429326057,-6.668504700064659,-8.443106703460217,14.52384866029024,16.52934320271015,2.076424464583397,-16.50942760705948,28.474949657917023,-17.3097201064229,0.4804511740803718,7.760912083089352,-26.385225221514705,16.829766407608986,-22.219470091164112,3.862313576042652,-22.094745233654976,4.574566781520844
0.0,43.6838434182912,1.0,100.0,-2.056683287024498,2.3112457245588303,-6.957413047552109,16.00954231619835,25.50909362733364,11.056174889206886,16.693663269281387,-22.545299917459488,-15.824026450514792,1.96614482998848,16.74066251516342,-24.8995315656066,18.315460063517094,-20.733776435256004,5.34800723195076,-20.609051577746868,13.554317206144333
0.0,43.06136053762084,1.0,100.0,13.46851547807455,17.83644448965788,28.455819223076105,-28.4652589187026,0.9223258979618548,26.58137365430593,-27.781137965619564,12.867932353168726,-0.2988276854157448,-22.620622899383307,-27.73413871973753,10.51370070502162,-26.159341171383858,-5.208577670156956,20.87320599704981,-5.08385281264782,-11.032450523227451
0.0,43.16003759240659,1.0,100.0,17.01999649591744,17.83644448965788,28.455819223076105,-28.4652589187026,0.9223258979618548,26.58137365430593,-27.781137965619564,12.867932353168726,-0.2988276854157448,-22.620622899383307,-27.73413871973753,10.51370070502162,-26.159341171383858,-5.208577670156956,20.87320599704981,-5.08385281264782,-11.032450523227451
